edition_key,facsimile_url
bib-225,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb00024650-1
bib-239,https://books.google.com/books?id=lcRZAAAAcAAJ
bib-247,https://gallica.bnf.fr/ark:/12148/bpt6k59092n
bib-248,https://www.proquest.com/docview/2090334044
bib-251,https://books.google.com/books?id=HPMeJrYE0sEC
bib-252,https://books.google.com/books?id=RHHyQodh9FIC
bib-253,https://books.google.com/books?id=_4Y8AAAAcAAJ
bib-255,https://archive.org/details/ita-bnc-mag-00000949-001
bib-258,https://books.google.com/books?id=1plDyV8Lq9MC
bib-259,https://books.google.com/books?id=m4mmV9ZT3qEC
bib-262,https://www.google.com/books/edition/L_arithmetique/P845AAAAcAAJ
bib-264,https://www.google.com/books/edition/Livre_d_arithmetique_contenant_plusieurs/jbMm1NzLYbcC
bib-266,https://www.google.com/books/edition/L_arithmetique_contenante_plusieurs_bell/8Y3lUZ7KsrIC
Bologna_1629a,https://www.google.com/books/edition/Speculum_Euclidianum_totam_Euclidis_plan/7MXzbGtLJtEC
bib-277,https://www.digitale-sammlungen.de/en/view/bsb00009317
bib-278,https://www.digitale-sammlungen.de/en/view/bsb11267669
bib-280,https://gallica.bnf.fr/ark:/12148/bpt6k1512241w
bib-282,https://gallica.bnf.fr/ark:/12148/bpt6k87026586
bib-283,https://www.proquest.com/docview/2240913352
bib-285,https://www.proquest.com/docview/2248534315/72798483
Rome_1679,
Strasbourg_1529,https://www.google.com/books/edition/Elementale_geometricum/mN9RAAAAcAAJ
bib-8,https://www.google.com/books/edition/Underweysung_der_messung_mit_dem_zirckel/jbVp94yubs8C
Nuremberg_1539,https://www.google.com/books/edition/Das_erst_buch_der_Geometria/Vg88AAAAcAAJ
bib-147,https://www.google.com/books/edition/Due_dialoghi_di_M_Iacomo_de_Lanteri_da_P/pS14QFHAQ_wC
bib-276,https://www.google.com/books/edition/Procli_Diadochi_Lucii_philosophi_Platoni/mJ0HQvbDisoC
bib-91,https://www.google.com/books/edition/Libro_di_arithmetica_geometria_speculati/k178vmPQwfYC
bib-33,https://www.google.com/books/edition/Del_modo_di_misurare_le_distantie_le_sup/p9GYbUUZnGwC
X2T7PY,https://gallica.bnf.fr/ark:/12148/bpt6k58164f
Cologne_1591,https://www.google.com/books/edition/Evclidis_Elementorvm_libri_XV/TJJoAAAAcAAJ
Cologne_1591,https://books.google.fr/books?id=bpJoAAAAcAAJ&newbks=1&newbks_redir=0&pg=PA1#v=onepage&q&f=false
Cologne_1591,"https://www.digitale-sammlungen.de/en/view/bsb00015050?q=%28Euclidis+Elementa%29&page=4,5"
ZGOHUR,https://www.google.fr/books/edition/Gnomonices_Libri_Octo/XQZ9ScOjJsAC?hl=iw&gbpv=1&pg=PP5&printsec=frontcover
Z0K13S,https://archive.org/details/b31351013/page/n9/mode/2up
